20050101	2005-01-01	200501	200504
20050102	2005-01-02	200501	200505
20050103	2005-01-03	200501	200505
20050104	2005-01-04	200501	200505
20050105	2005-01-05	200501	200505
20050106	2005-01-06	200501	200505
20050107	2005-01-07	200501	200505
20050108	2005-01-08	200501	200505
20050109	2005-01-09	200502	200506
20050110	2005-01-10	200502	200506
20050111	2005-01-11	200502	200506
20050112	2005-01-12	200502	200506
20050113	2005-01-13	200502	200506
20050114	2005-01-14	200502	200506
20050115	2005-01-15	200502	200506
20050116	2005-01-16	200502	200507
20050117	2005-01-17	200502	200507
20050118	2005-01-18	200502	200507
20050119	2005-01-19	200502	200507
20050120	2005-01-20	200502	200507
20050121	2005-01-21	200502	200507
20050122	2005-01-22	200502	200507
20050123	2005-01-23	200502	200508
20050124	2005-01-24	200502	200508
20050125	2005-01-25	200502	200508
20050126	2005-01-26	200502	200508
20050127	2005-01-27	200502	200508
20050128	2005-01-28	200502	200508
20050129	2005-01-29	200502	200508
20050130	2005-01-30	200502	200509
20050131	2005-01-31	200502	200509
20050201	2005-02-01	200502	200509
20050202	2005-02-02	200502	200509
20050203	2005-02-03	200502	200509
20050204	2005-02-04	200502	200509
20050205	2005-02-05	200502	200509
20050206	2005-02-06	200503	200510
20050207	2005-02-07	200503	200510
20050208	2005-02-08	200503	200510
20050209	2005-02-09	200503	200510
20050210	2005-02-10	200503	200510
20050211	2005-02-11	200503	200510
20050212	2005-02-12	200503	200510
20050213	2005-02-13	200503	200511
20050214	2005-02-14	200503	200511
20050215	2005-02-15	200503	200511
20050216	2005-02-16	200503	200511
20050217	2005-02-17	200503	200511
20050218	2005-02-18	200503	200511
20050219	2005-02-19	200503	200511
20050220	2005-02-20	200503	200512
20050221	2005-02-21	200503	200512
20050222	2005-02-22	200503	200512
20050223	2005-02-23	200503	200512
20050224	2005-02-24	200503	200512
20050225	2005-02-25	200503	200512
20050226	2005-02-26	200503	200512
20050227	2005-02-27	200503	200513
20050228	2005-02-28	200503	200513
20050301	2005-03-01	200503	200513
20050302	2005-03-02	200503	200513
20050303	2005-03-03	200503	200513
20050304	2005-03-04	200503	200513
20050305	2005-03-05	200503	200513
20050306	2005-03-06	200504	200514
20050307	2005-03-07	200504	200514
20050308	2005-03-08	200504	200514
20050309	2005-03-09	200504	200514
20050310	2005-03-10	200504	200514
20050311	2005-03-11	200504	200514
20050312	2005-03-12	200504	200514
20050313	2005-03-13	200504	200515
20050314	2005-03-14	200504	200515
20050315	2005-03-15	200504	200515
20050316	2005-03-16	200504	200515
20050317	2005-03-17	200504	200515
20050318	2005-03-18	200504	200515
20050319	2005-03-19	200504	200515
20050320	2005-03-20	200504	200516
20050321	2005-03-21	200504	200516
20050322	2005-03-22	200504	200516
20050323	2005-03-23	200504	200516
20050324	2005-03-24	200504	200516
20050325	2005-03-25	200504	200516
20050326	2005-03-26	200504	200516
20050327	2005-03-27	200504	200517
20050328	2005-03-28	200504	200517
20050329	2005-03-29	200504	200517
20050330	2005-03-30	200504	200517
20050331	2005-03-31	200504	200517
20050401	2005-04-01	200504	200517
20050402	2005-04-02	200504	200517
20050403	2005-04-03	200504	200518
20050404	2005-04-04	200504	200518
20050405	2005-04-05	200504	200518
20050406	2005-04-06	200504	200518
20050407	2005-04-07	200504	200518
20050408	2005-04-08	200504	200518
20050409	2005-04-09	200504	200518
20050410	2005-04-10	200505	200519
20050411	2005-04-11	200505	200519
20050412	2005-04-12	200505	200519
20050413	2005-04-13	200505	200519
20050414	2005-04-14	200505	200519
20050415	2005-04-15	200505	200519
20050416	2005-04-16	200505	200519
20050417	2005-04-17	200505	200520
20050418	2005-04-18	200505	200520
20050419	2005-04-19	200505	200520
20050420	2005-04-20	200505	200520
20050421	2005-04-21	200505	200520
20050422	2005-04-22	200505	200520
20050423	2005-04-23	200505	200520
20050424	2005-04-24	200505	200521
20050425	2005-04-25	200505	200521
20050426	2005-04-26	200505	200521
20050427	2005-04-27	200505	200521
20050428	2005-04-28	200505	200521
20050429	2005-04-29	200505	200521
20050430	2005-04-30	200505	200521
20050501	2005-05-01	200505	200522
20050502	2005-05-02	200505	200522
20050503	2005-05-03	200505	200522
20050504	2005-05-04	200505	200522
20050505	2005-05-05	200505	200522
20050506	2005-05-06	200505	200522
20050507	2005-05-07	200505	200522
20050508	2005-05-08	200506	200523
20050509	2005-05-09	200506	200523
20050510	2005-05-10	200506	200523
20050511	2005-05-11	200506	200523
20050512	2005-05-12	200506	200523
20050513	2005-05-13	200506	200523
20050514	2005-05-14	200506	200523
20050515	2005-05-15	200506	200524
20050516	2005-05-16	200506	200524
20050517	2005-05-17	200506	200524
20050518	2005-05-18	200506	200524
20050519	2005-05-19	200506	200524
20050520	2005-05-20	200506	200524
20050521	2005-05-21	200506	200524
20050522	2005-05-22	200506	200525
20050523	2005-05-23	200506	200525
20050524	2005-05-24	200506	200525
20050525	2005-05-25	200506	200525
20050526	2005-05-26	200506	200525
20050527	2005-05-27	200506	200525
20050528	2005-05-28	200506	200525
20050529	2005-05-29	200506	200526
20050530	2005-05-30	200506	200526
20050531	2005-05-31	200506	200526
20050601	2005-06-01	200506	200526
20050602	2005-06-02	200506	200526
20050603	2005-06-03	200506	200526
20050604	2005-06-04	200506	200526
20050605	2005-06-05	200507	200527
20050606	2005-06-06	200507	200527
20050607	2005-06-07	200507	200527
20050608	2005-06-08	200507	200527
20050609	2005-06-09	200507	200527
20050610	2005-06-10	200507	200527
20050611	2005-06-11	200507	200527
20050612	2005-06-12	200507	200528
20050613	2005-06-13	200507	200528
20050614	2005-06-14	200507	200528
20050615	2005-06-15	200507	200528
20050616	2005-06-16	200507	200528
20050617	2005-06-17	200507	200528
20050618	2005-06-18	200507	200528
20050619	2005-06-19	200507	200529
20050620	2005-06-20	200507	200529
20050621	2005-06-21	200507	200529
20050622	2005-06-22	200507	200529
20050623	2005-06-23	200507	200529
20050624	2005-06-24	200507	200529
20050625	2005-06-25	200507	200529
20050626	2005-06-26	200507	200530
20050627	2005-06-27	200507	200530
20050628	2005-06-28	200507	200530
20050629	2005-06-29	200507	200530
20050630	2005-06-30	200507	200530
20050701	2005-07-01	200507	200530
20050702	2005-07-02	200507	200530
20050703	2005-07-03	200507	200531
20050704	2005-07-04	200507	200531
20050705	2005-07-05	200507	200531
20050706	2005-07-06	200507	200531
20050707	2005-07-07	200507	200531
20050708	2005-07-08	200507	200531
20050709	2005-07-09	200507	200531
20050710	2005-07-10	200508	200532
20050711	2005-07-11	200508	200532
20050712	2005-07-12	200508	200532
20050713	2005-07-13	200508	200532
20050714	2005-07-14	200508	200532
20050715	2005-07-15	200508	200532
20050716	2005-07-16	200508	200532
20050717	2005-07-17	200508	200533
20050718	2005-07-18	200508	200533
20050719	2005-07-19	200508	200533
20050720	2005-07-20	200508	200533
20050721	2005-07-21	200508	200533
20050722	2005-07-22	200508	200533
20050723	2005-07-23	200508	200533
20050724	2005-07-24	200508	200534
20050725	2005-07-25	200508	200534
20050726	2005-07-26	200508	200534
20050727	2005-07-27	200508	200534
20050728	2005-07-28	200508	200534
20050729	2005-07-29	200508	200534
20050730	2005-07-30	200508	200534
20050731	2005-07-31	200508	200535
20050801	2005-08-01	200508	200535
20050802	2005-08-02	200508	200535
20050803	2005-08-03	200508	200535
20050804	2005-08-04	200508	200535
20050805	2005-08-05	200508	200535
20050806	2005-08-06	200508	200535
20050807	2005-08-07	200509	200536
20050808	2005-08-08	200509	200536
20050809	2005-08-09	200509	200536
20050810	2005-08-10	200509	200536
20050811	2005-08-11	200509	200536
20050812	2005-08-12	200509	200536
20050813	2005-08-13	200509	200536
20050814	2005-08-14	200509	200537
20050815	2005-08-15	200509	200537
20050816	2005-08-16	200509	200537
20050817	2005-08-17	200509	200537
20050818	2005-08-18	200509	200537
20050819	2005-08-19	200509	200537
20050820	2005-08-20	200509	200537
20050821	2005-08-21	200509	200538
20050822	2005-08-22	200509	200538
20050823	2005-08-23	200509	200538
20050824	2005-08-24	200509	200538
20050825	2005-08-25	200509	200538
20050826	2005-08-26	200509	200538
20050827	2005-08-27	200509	200538
20050828	2005-08-28	200509	200539
20050829	2005-08-29	200509	200539
20050830	2005-08-30	200509	200539
20050831	2005-08-31	200509	200539
20050901	2005-09-01	200509	200539
20050902	2005-09-02	200509	200539
20050903	2005-09-03	200509	200539
20050904	2005-09-04	200510	200540
20050905	2005-09-05	200510	200540
20050906	2005-09-06	200510	200540
20050907	2005-09-07	200510	200540
20050908	2005-09-08	200510	200540
20050909	2005-09-09	200510	200540
20050910	2005-09-10	200510	200540
20050911	2005-09-11	200510	200541
20050912	2005-09-12	200510	200541
20050913	2005-09-13	200510	200541
20050914	2005-09-14	200510	200541
20050915	2005-09-15	200510	200541
20050916	2005-09-16	200510	200541
20050917	2005-09-17	200510	200541
20050918	2005-09-18	200510	200542
20050919	2005-09-19	200510	200542
20050920	2005-09-20	200510	200542
20050921	2005-09-21	200510	200542
20050922	2005-09-22	200510	200542
20050923	2005-09-23	200510	200542
20050924	2005-09-24	200510	200542
20050925	2005-09-25	200510	200543
20050926	2005-09-26	200510	200543
20050927	2005-09-27	200510	200543
20050928	2005-09-28	200510	200543
20050929	2005-09-29	200510	200543
20050930	2005-09-30	200510	200543
20051001	2005-10-01	200510	200543
20051002	2005-10-02	200510	200544
20051003	2005-10-03	200510	200544
20051004	2005-10-04	200510	200544
20051005	2005-10-05	200510	200544
20051006	2005-10-06	200510	200544
20051007	2005-10-07	200510	200544
20051008	2005-10-08	200510	200544
20051009	2005-10-09	200511	200545
20051010	2005-10-10	200511	200545
20051011	2005-10-11	200511	200545
20051012	2005-10-12	200511	200545
20051013	2005-10-13	200511	200545
20051014	2005-10-14	200511	200545
20051015	2005-10-15	200511	200545
